coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month
matic,1041.6666666666665,626.3352716434616,16,16.0,80,35,26.58616194104206,45,-6.759564362066908,18.0384558233317
matic,1041.6666666666665,654.5814679678059,16,16.5,74,32,29.085618039633996,42,-6.575197840487675,18.851946277472813
matic,1041.6666666666665,621.710687615634,16,17.0,72,29,31.71507857826447,43,-6.930850957070602,17.90526780333026
matic,1041.6666666666665,697.5678039794349,16,17.5,69,28,36.017214204043626,41,-7.583273017897232,20.089952754607726
matic,1041.6666666666665,654.1127775141875,16,18.0,69,27,36.39424174088803,42,-7.822184511661656,18.838447992408604
matic,1041.6666666666665,695.3639792649436,16,18.5,67,28,36.2507099541728,39,-8.196305114151142,20.026482602830377
matic,1041.6666666666665,663.1769409541808,16,19.0,67,27,36.79267262917536,40,-8.255630500838842,19.09949589948041
matic,1041.6666666666665,624.0823142476687,16,19.5,66,27,35.8720885666279,39,-8.832412232084213,17.973570650332864
matic,1041.6666666666665,607.6283644244949,16,20.0,65,27,34.55675891331314,38,-8.563266479867364,17.499696895425455
matic,1041.6666666666665,-3.425667919463758,17,4.0,776,261,6.591283291351894,515,-3.347088557208365,-0.09865923608055624
matic,1041.6666666666665,179.7737078793099,17,4.5,642,219,7.571909346097193,423,-3.4952114395176714,5.177482786924126
matic,1041.6666666666665,265.6687709249674,17,5.0,533,185,8.39443532735789,348,-3.699143001828282,7.651260602639064
matic,1041.6666666666665,288.2097327427232,17,5.5,454,155,9.858406917089368,299,-4.146633242160966,8.30044030299043
matic,1041.6666666666665,477.03200846115703,17,6.0,379,135,10.766627142568097,244,-4.001896130268592,13.738521843681324
matic,1041.6666666666665,372.2872231617043,17,6.5,347,124,11.003042469573758,223,-4.448834273836064,10.721872027057085
matic,1041.6666666666665,378.9453444536774,17,7.0,310,110,12.075317063473888,200,-4.7466976626422515,10.913625920265911
matic,1041.6666666666665,375.3163835572239,17,7.5,276,95,13.354618798133707,181,-4.935759128538554,10.809111846448051
matic,1041.6666666666665,407.14567892993205,17,8.0,248,85,14.839920811455857,163,-5.240782761005003,11.725795553182044
matic,1041.6666666666665,457.54139396941997,17,8.5,223,79,15.809449040182216,144,-5.495868612534546,13.177192146319296
matic,1041.6666666666665,427.6396077384974,17,9.0,210,73,16.5366256600918,137,-5.690029674804409,12.316020702868727
matic,1041.6666666666665,453.65899083251827,17,9.5,184,68,16.906729820945685,116,-5.999988249929211,13.065378935976529
matic,1041.6666666666665,519.184292558172,17,10.0,170,60,19.764312851296204,110,-6.060677077450911,14.952507625675356
matic,1041.6666666666665,518.1193977438654,17,10.5,158,57,20.074922071364046,101,-6.199516438850348,14.921838655023326
matic,1041.6666666666665,527.9424686994338,17,11.0,147,55,20.163278663786127,92,-6.315628889226124,15.204743098543696
matic,1041.6666666666665,572.2002435772251,17,11.5,138,55,20.417787504453557,83,-6.635880351418317,16.479367015024085
matic,1041.6666666666665,606.6665122970488,17,12.0,127,50,22.125702216678032,77,-6.488553227751331,17.471995554155008
matic,1041.6666666666665,628.1517824104988,17,12.5,117,50,21.167827400836817,67,-6.421486382557347,18.090771333422367
matic,1041.6666666666665,688.9687609383448,17,13.0,109,46,23.31489974814094,63,-6.087565515494272,19.842300315024332
matic,1041.6666666666665,696.5667348841305,17,13.5,103,42,25.31900880080219,61,-6.013633356550188,20.061121964662963
matic,1041.6666666666665,658.9022299696367,17,14.0,100,41,24.957960540404994,59,-6.1758330879147145,18.97638422312554
matic,1041.6666666666665,677.2413130680588,17,14.5,90,40,25.218938505350096,50,-6.6303245429188955,19.504549816360097
matic,1041.6666666666665,648.0552001996206,17,15.0,87,38,25.29571114959111,49,-6.3914657854049315,18.663989765749076
matic,1041.6666666666665,636.7400705534998,17,15.5,82,36,26.128665666108216,46,-6.606345509269473,18.338114031940794
matic,1041.6666666666665,618.1925332579888,17,16.0,78,33,27.456161727371008,45,-6.3969067498945495,17.80394495783008
matic,1041.6666666666665,632.1540038987176,17,16.5,75,32,28.83277678410918,43,-6.755694260297124,18.20603531228307
matic,1041.6666666666665,616.0991094859631,17,17.0,72,30,30.579584375204547,42,-7.173533851670793,17.743654353195744
matic,1041.6666666666665,760.2935962984542,17,17.5,68,29,36.35598004784142,39,-7.539226284331967,21.896455573395485
matic,1041.6666666666665,729.1455518854917,17,18.0,67,29,35.4976570968437,38,-7.902276419025665,20.999391894302164
matic,1041.6666666666665,688.4506105706381,17,18.5,67,28,35.835018540563716,39,-8.075125860644768,19.82737758443438
matic,1041.6666666666665,638.8527645329772,17,19.0,66,27,35.8521095491022,39,-8.439851110071341,18.398959618549746
matic,1041.6666666666665,611.0289281529558,17,19.5,65,27,34.54991264888968,38,-8.468913509659625,17.59763313080513
matic,1041.6666666666665,658.7449641973365,17,20.0,64,26,37.9668975427936,38,-8.641957155665713,18.971854968883292
matic,1041.6666666666665,4.082431241938281,18,4.0,774,265,6.623175956884213,509,-3.4401948867040835,0.1175740197678225
matic,1041.6666666666665,203.23329854088124,18,4.5,633,211,7.857678924315695,422,-3.4472439679851434,5.85311899797738
matic,1041.6666666666665,268.4326929897981,18,5.0,530,187,8.273450875721023,343,-3.72799597892138,7.730861558106187
matic,1041.6666666666665,296.62142095697044,18,5.5,455,159,9.664958689674608,296,-4.189550711828691,8.542696923560749
matic,1041.6666666666665,431.89715292118916,18,6.0,377,134,10.579940030093738,243,-4.056851074532394,12.43863800413025
matic,1041.6666666666665,310.29233697178796,18,6.5,349,126,10.324701358579668,223,-4.442242305871079,8.936419304787494
matic,1041.6666666666665,383.90943689046253,18,7.0,309,109,12.071850617334768,200,-4.659611401995137,11.056591782445322
matic,1041.6666666666665,371.6318279618075,18,7.5,277,94,13.338331685863142,183,-4.820608472728567,10.702996645300058
matic,1041.6666666666665,402.625503039677,18,8.0,245,85,14.669366168756374,160,-5.276691383153843,11.595614487542699
matic,1041.6666666666665,423.63660616090925,18,8.5,224,80,15.305405848278463,144,-5.561082372926167,12.200734257434188
matic,1041.6666666666665,391.6886480581439,18,9.0,210,74,15.787995956230816,136,-5.710463622815712,11.280633064074546
matic,1041.6666666666665,461.77362512433825,18,9.5,185,67,17.30636788238342,118,-5.913161211825003,13.299080403580945
matic,1041.6666666666665,508.21722074511814,18,10.0,169,60,19.66845586371687,109,-6.164129642916459,14.636655957459405
matic,1041.6666666666665,469.6309425641833,18,10.5,161,57,19.82732677881652,104,-6.351218113734216,13.52537114584848
matic,1041.6666666666665,540.6194830072126,18,11.0,145,55,20.109074649294516,90,-6.281995807822057,15.569841110607724
matic,1041.6666666666665,550.9056499349455,18,11.5,136,54,19.996645678637268,82,-6.450161179408131,15.866082718126433
matic,1041.6666666666665,635.5895886674415,18,12.0,124,51,21.575495596918316,73,-6.366584750347846,18.304980153622317
matic,1041.6666666666665,626.2551903245032,18,12.5,116,49,21.432669481960232,67,-6.327546481963402,18.036149481345696
matic,1041.6666666666665,671.5094771015658,18,13.0,109,45,24.060334499463863,64,-6.4250871152235645,19.3394729405251
matic,1041.6666666666665,688.8586881383108,18,13.5,101,42,24.94366401933211,59,-6.080935604637929,19.839130218383353
matic,1041.6666666666665,697.8889928431852,18,14.0,95,43,24.19029762401509,52,-6.5825731728743095,20.099202993883736
matic,1041.6666666666665,712.7812791872468,18,14.5,89,42,24.022075186597352,47,-6.300976141486003,20.52810084059271
matic,1041.6666666666665,670.6971651535774,18,15.0,84,37,26.181759923370436,47,-6.341020255555935,19.316078356423034
matic,1041.6666666666665,635.6873856668777,18,15.5,81,35,26.781670346346885,46,-6.5580668794622445,18.30779670720608
matic,1041.6666666666665,640.8208749123125,18,16.0,77,32,29.406046569651608,45,-6.670502562589759,18.455641197474606
matic,1041.6666666666665,618.6631011662523,18,16.5,75,30,30.975929174024145,45,-6.902550534543829,17.81749731358807
matic,1041.6666666666665,684.4291275926474,18,17.0,71,30,32.268609409863956,41,-6.917784261055403,19.71155887466825
matic,1041.6666666666665,761.3428826666294,18,17.5,67,29,36.139803750631415,38,-7.545037528991617,21.926675020798932
matic,1041.6666666666665,714.4113722970652,18,18.0,67,28,36.45967136771017,39,-7.857933999969732,20.57504752215548
matic,1041.6666666666665,673.9859733847754,18,18.5,67,27,37.07687265133308,40,-8.177239705030445,19.410796033481535
matic,1041.6666666666665,627.6748244355254,18,19.0,66,27,35.78220326088568,39,-8.678068297650972,18.077034943743133
matic,1041.6666666666665,568.2398657164308,18,19.5,66,27,34.31558631591753,39,-9.186691405470324,16.36530813263321
matic,1041.6666666666665,671.3564388195845,18,20.0,63,27,36.69377087942941,36,-8.871538192361378,19.335065438004033
sol,725.0104166666666,-251.76957657306775,2,4.0,796,253,5.492453211700151,543,-3.0227628713318717,-10.417901761906226
sol,725.0104166666666,-168.37743466224345,2,4.5,686,226,5.8479000711850375,460,-3.239136632065352,-6.9672420199028915
sol,725.0104166666666,-62.06026659569631,2,5.0,594,210,5.953613015087542,384,-3.417497395218959,-2.5679741353659487
sol,725.0104166666666,-132.60389158434128,2,5.5,541,187,5.9197588237360845,354,-3.501691501759856,-5.486978746898794
sol,725.0104166666666,-81.80117237241465,2,6.0,478,167,6.198610300883131,311,-3.5915404907392205,-3.384827465590354
sol,725.0104166666666,-60.02565448428391,2,6.5,429,155,6.172999529979197,274,-3.7110970132520418,-2.4837844989976823
sol,725.0104166666666,-39.56499305050379,2,7.0,391,144,6.3718752892823725,247,-3.8749596546848797,-1.637148603977686
sol,725.0104166666666,-46.052529520139814,2,7.5,359,129,6.617395510404241,230,-3.911724132009942,-1.9055945319464187
sol,725.0104166666666,-32.715803657398055,2,8.0,332,122,7.022640843809013,210,-4.2356094600099885,-1.3537379424621256
sol,725.0104166666666,-34.11354745450781,2,8.5,307,108,7.874225006072548,199,-4.444873608594689,-1.411574785836159
sol,725.0104166666666,51.392483782312524,2,9.0,274,95,9.027531340266647,179,-4.504039070072731,2.12655498186894
sol,725.0104166666666,114.09776831598832,2,9.5,254,88,9.656738724982576,166,-4.431899033026979,4.721219131191311
sol,725.0104166666666,144.99289940705162,2,10.0,236,83,10.203405185320133,153,-4.5875145815328064,5.999619980924249
sol,725.0104166666666,129.42178860482525,2,10.5,226,81,10.215383733479769,145,-4.813960646945076,5.355307411989724
sol,725.0104166666666,175.20431922375974,2,11.0,208,74,10.907312128228757,134,-4.715946106456478,7.249729736130631
sol,725.0104166666666,140.2405147408566,2,11.5,199,74,10.20452966526169,125,-4.919157443908068,5.802972406339952
sol,725.0104166666666,109.30741092245775,2,12.0,189,70,10.26502321356388,119,-5.119699277537934,4.523000293913569
sol,725.0104166666666,182.14033904486234,2,12.5,177,68,11.566021364794755,109,-5.544487282212668,7.536733329251068
sol,725.0104166666666,145.5072757285822,2,13.0,170,64,12.029244939540407,106,-5.890230192471734,6.0209042125589685
sol,725.0104166666666,129.61139731068278,2,13.5,163,59,12.848615443936986,104,-6.0428549411692245,5.363153176746978
sol,725.0104166666666,123.90150641926043,2,14.0,155,52,14.818511263918234,103,-6.2782629058688135,5.126885224170199
sol,725.0104166666666,129.22571386203134,2,14.5,149,51,14.864101784755427,98,-6.4167701751070965,5.3471940909275775
sol,725.0104166666666,204.26619333462685,2,15.0,138,45,17.905084547922034,93,-6.467339906686719,8.452272766249413
sol,725.0104166666666,236.98921281152707,2,15.5,132,45,18.289590075694196,87,-6.736118857410481,9.806309290056149
sol,725.0104166666666,223.60188381737848,2,16.0,129,41,19.654563506449772,88,-6.616309317580252,9.252358807977616
sol,725.0104166666666,288.7149404400249,2,16.5,120,42,19.852793687197785,78,-6.988492236183106,11.946653474336172
sol,725.0104166666666,279.79663838487113,2,17.0,113,41,20.091266419945438,72,-7.554795622679055,11.577625587971852
sol,725.0104166666666,280.08292826048336,2,17.5,109,38,21.47613802433236,71,-7.54944107977671,11.589471895377827
sol,725.0104166666666,338.79310416198507,2,18.0,102,34,24.254650808784422,68,-7.145073872598319,14.018823579927258
sol,725.0104166666666,348.31048554544043,2,18.5,99,33,25.174295651507013,66,-7.309716226580167,14.412640599572828
sol,725.0104166666666,391.6699300188271,2,19.0,93,35,23.84644366505321,58,-7.637165487207505,16.206798730682348
sol,725.0104166666666,388.5534457646939,2,19.5,88,35,22.96703825509976,53,-7.835714965354674,16.077842614363565
sol,725.0104166666666,386.09566132898965,2,20.0,86,33,24.555559711881582,53,-8.004486965341556,15.976142650644245
sol,725.0104166666666,-115.05226737975757,3,4.0,701,238,5.774397311317971,463,-3.21675772672448,-4.760715076704384
sol,725.0104166666666,-62.927756547647505,3,4.5,599,205,6.332741309945535,394,-3.4546693530113757,-2.603869755567087
sol,725.0104166666666,-129.6646316740357,3,5.0,532,186,6.203553672747779,346,-3.709611603483013,-5.365355946340179
sol,725.0104166666666,-76.35940583075353,3,5.5,464,168,6.1850457914133505,296,-3.7684023607709336,-3.1596541542875847
sol,725.0104166666666,-77.53505384800953,3,6.0,413,150,6.2247889584276495,263,-3.845069952897935,-3.2083009595015506
sol,725.0104166666666,25.459348648633163,3,6.5,362,135,6.905301851559432,227,-3.9945215916823353,1.0534751527717061
sol,725.0104166666666,20.374833902720283,3,7.0,329,115,7.7624128701109,214,-4.076180589532865,0.8430844620024772
sol,725.0104166666666,16.042913818165108,3,7.5,305,105,8.262052166588647,200,-4.257362818368214,0.6638351718555123
sol,725.0104166666666,10.581397780237104,3,8.0,282,102,8.214557953175799,180,-4.5961306302427465,0.43784465175906756
sol,725.0104166666666,144.09915512329044,3,8.5,246,94,8.976524636120047,152,-4.603251057052591,5.962637990188021
sol,725.0104166666666,178.98469573511542,3,9.0,223,84,9.92528175443026,139,-4.710352313935441,7.406156861498146
sol,725.0104166666666,215.27708472165588,3,9.5,210,82,10.007993435738245,128,-4.729518570381877,8.90788931191174
sol,725.0104166666666,144.14695622881723,3,10.0,204,78,9.902247267702688,126,-4.985939132158668,5.964615938549643
sol,725.0104166666666,207.67285891400226,3,10.5,190,71,11.535747301334522,119,-5.137522684712175,8.593236213162548
sol,725.0104166666666,154.59462278728276,3,11.0,183,65,11.85543393242327,118,-5.220411718815505,6.396926964086354
sol,725.0104166666666,122.12754209182047,3,11.5,174,65,11.411506819069137,109,-5.684590836217187,5.053480858384836
sol,725.0104166666666,139.4402698171231,3,12.0,164,61,12.10411831983569,103,-5.814669395076252,5.769859299051946
sol,725.0104166666666,160.35759341727947,3,12.5,152,54,13.767002946677213,98,-5.949597609217245,6.635391288081564
sol,725.0104166666666,196.1724457164887,3,13.0,142,48,16.238897568929957,94,-6.2052621020441405,8.117363883614999
sol,725.0104166666666,250.54864127386762,3,13.5,132,46,17.472891169171206,86,-6.432608750093112,10.367381027122294
sol,725.0104166666666,287.1966586707886,3,14.0,125,45,17.880051957837004,80,-6.467570992898456,11.883828924467627
sol,725.0104166666666,342.4395228658058,3,14.5,118,45,18.914726758691874,73,-6.9688107024017585,14.169707703244505
sol,725.0104166666666,312.32536606337374,3,15.0,115,43,19.665669647240332,72,-7.406922621777231,12.923622566665944
sol,725.0104166666666,318.0554364865642,3,15.5,111,39,21.890303912821732,72,-7.4398113349094945,13.160725522353198
sol,725.0104166666666,362.31747901943714,3,16.0,103,39,21.5568953359891,64,-7.47502248568965,14.992232002068635
sol,725.0104166666666,356.5988575353749,3,16.5,99,36,23.53317958239839,63,-7.7872318639836,14.755602788780044
sol,725.0104166666666,352.05855747539505,3,17.0,95,34,24.365866522638395,61,-7.809523021218203,14.567731002846767
sol,725.0104166666666,336.2204739740002,3,17.5,93,34,23.875397128568476,59,-8.060051328768271,13.912371446460835
sol,725.0104166666666,389.8231440443888,3,18.0,86,34,24.18289902021534,52,-8.315296589287168,16.130381098660074
sol,725.0104166666666,376.57419648256115,3,18.5,82,33,24.36805103968176,49,-8.725948731161978,15.582156662544737
sol,725.0104166666666,360.04381153493387,3,19.0,80,32,24.348848654906845,48,-8.731653029626777,14.898150561351267
sol,725.0104166666666,340.5364783342892,3,19.5,78,30,25.960613047879438,48,-9.130873189626955,14.090962164376272
sol,725.0104166666666,352.67021881241936,3,20.0,75,29,26.26047428811384,46,-8.888772511801788,14.593040763491443
sol,725.0104166666666,-92.11903956371607,4,4.0,657,226,6.0314545607245815,431,-3.376398538950049,-3.811767559999171
sol,725.0104166666666,-121.55916994852778,4,4.5,556,201,5.958320409488632,355,-3.716004428889417,-5.029962348985791
sol,725.0104166666666,-4.850877344772046,4,5.0,472,173,6.184215549674671,299,-3.594381830897961,-0.20072307514178667
sol,725.0104166666666,-35.06908551538725,4,5.5,421,155,6.310283036431453,266,-3.808883293843092,-1.4511137237153962
sol,725.0104166666666,30.53462544201144,4,6.0,363,134,7.050953207373128,229,-3.9925463071877196,1.2634835889282185
sol,725.0104166666666,20.254565887358794,4,6.5,331,118,7.581208098073645,213,-4.104826242654137,0.8381079259722322
sol,725.0104166666666,0.24895943512501872,4,7.0,306,111,7.641854509798601,195,-4.348702005910358,0.010301621717504834
sol,725.0104166666666,79.91105890431302,4,7.5,274,103,8.150755552252305,171,-4.4422032922671,3.30661699752046
sol,725.0104166666666,90.82129870605381,4,8.0,250,93,8.989685709405888,157,-4.746620842475756,3.758068709838005
sol,725.0104166666666,128.61477290088249,4,8.5,226,88,9.155820268831079,138,-4.906502976494583,5.321914138511539
sol,725.0104166666666,198.17126352230966,4,9.0,205,79,10.16937421991583,126,-4.803248411516196,8.200072397584112
sol,725.0104166666666,210.59847039670018,4,9.5,192,73,10.629460573443234,119,-4.750858415669378,8.714294259313753
sol,725.0104166666666,198.08936654111736,4,10.0,180,68,11.541064819403843,112,-5.238420010520926,8.196683605672591
sol,725.0104166666666,173.242733491228,4,10.5,171,64,11.778128714974827,107,-5.42577106791739,7.168561837541654
sol,725.0104166666666,207.33343476483495,4,11.0,158,63,11.923314785880464,95,-5.724583123638253,8.579191277750674
sol,725.0104166666666,256.4707393216981,4,11.5,145,57,13.53654268441804,88,-5.853547655569662,10.612429839319702
sol,725.0104166666666,250.06284405467923,4,12.0,139,50,15.751821995026377,89,-6.039643322434154,10.34727936204187
sol,725.0104166666666,222.3028591158193,4,12.5,133,49,15.847190668128755,84,-6.59773194788678,9.198606834004678
sol,725.0104166666666,224.06321687062945,4,13.0,126,45,16.902254962857942,81,-6.6239290920738005,9.271448177287866
sol,725.0104166666666,356.11689109094044,4,13.5,116,44,19.471872497377802,72,-6.953409705467816,14.735659636239545
sol,725.0104166666666,324.54024797743216,4,14.0,112,39,21.705877960817922,73,-7.150534143759817,13.429058694199863
sol,725.0104166666666,354.6434459620826,4,14.5,106,39,22.255998427385155,67,-7.661798398596093,14.674690368971678
sol,725.0104166666666,296.90636647916824,4,15.0,104,35,23.968100996196934,69,-7.854741570836584,12.285604164595401
sol,725.0104166666666,341.1720705953804,4,15.5,96,34,24.367693234194537,62,-7.860153215600548,14.117262155927294
sol,725.0104166666666,315.3617313771219,4,16.0,92,33,24.275125239549844,59,-8.23249833098344,13.04926346411849
sol,725.0104166666666,345.1947223677189,4,16.5,87,33,24.717754008785107,54,-8.712799257818324,14.283714320469972
sol,725.0104166666666,330.1034199455692,4,17.0,83,33,24.480827875089606,50,-9.555277998647757,13.659255606144155
sol,725.0104166666666,361.7776427958981,4,17.5,79,32,25.191479905002623,47,-9.454249237535867,14.969894272383824
sol,725.0104166666666,365.48195212505755,4,18.0,77,30,26.74372240263751,47,-9.294249360724844,15.123173835435782
sol,725.0104166666666,405.3441009185902,4,18.5,74,27,31.221252494856518,47,-9.311270562607145,16.772618362459443
sol,725.0104166666666,370.5831643007079,4,19.0,73,27,30.200532706459185,46,-9.670243886384565,15.334255444405091
sol,725.0104166666666,324.6158122478498,4,19.5,73,27,29.54082393747307,46,-10.282313783998326,13.432185446671852
sol,725.0104166666666,321.5077284835951,4,20.0,71,25,31.116001985707,46,-9.921572199110432,13.303576931836524
sol,725.0104166666666,-62.71708980067036,5,4.0,626,215,6.235027099754737,411,-3.4142285066859817,-2.5951526361105537
sol,725.0104166666666,-67.86923936681717,5,4.5,534,195,6.060430805819708,339,-3.6862927625417714,-2.808341968885985
sol,725.0104166666666,-31.58990928896667,5,5.0,452,170,6.202498231712699,282,-3.8511156336174657,-1.3071498793440326
sol,725.0104166666666,94.79662563133712,5,5.5,383,142,7.097687211739726,241,-3.788692773592133,3.922562632983016
sol,725.0104166666666,62.89470642401646,5,6.0,340,123,7.42453215324447,217,-3.9185380111753605,2.6025021838934412
sol,725.0104166666666,52.21686762252937,5,6.5,310,117,7.512925279034192,193,-4.283913937950627,2.1606669265223863
sol,725.0104166666666,13.923611952716819,5,7.0,283,103,8.122343126463418,180,-4.570431833738972,0.5761411822218709
sol,725.0104166666666,61.78119301205778,5,7.5,257,96,8.640803916167553,161,-4.768546477888368,2.55642642885485
sol,725.0104166666666,153.1624022313482,5,8.0,232,87,9.567693930602855,145,-4.684323929179999,6.337663516706411
sol,725.0104166666666,169.0504933348921,5,8.5,212,77,10.104052085593013,135,-4.5108260537464435,6.995092323450659
sol,725.0104166666666,175.53686127657681,5,9.0,196,77,9.868881723057374,119,-4.910647322679333,7.263489899233362
sol,725.0104166666666,181.11743554508547,5,9.5,183,69,11.258079954316736,114,-5.225351590375167,7.494406896019399
sol,725.0104166666666,208.61676846745704,5,10.0,167,64,12.161592410210812,103,-5.531312095010045,8.632293978337614
sol,725.0104166666666,225.65067433181662,5,10.5,156,58,13.303198860898863,98,-5.570763873472629,9.33713512845551
sol,725.0104166666666,220.5865165658889,5,11.0,147,57,13.478491061381257,90,-6.085416377031586,9.127586783376103
sol,725.0104166666666,271.54590686265993,5,11.5,138,49,16.71059207644989,89,-6.1491360099256696,11.236220912982008
sol,725.0104166666666,274.6636028190851,5,12.0,131,45,18.58560970564718,86,-6.531265510872534,11.36522716798559
sol,725.0104166666666,287.1544099013818,5,12.5,122,42,19.65654172832967,80,-6.730254283605804,11.882080724644469
sol,725.0104166666666,251.8028669959424,5,13.0,118,40,20.34915424050957,78,-7.207221828518466,10.419279276853985
sol,725.0104166666666,273.58090753438233,5,13.5,109,39,21.43378780483065,70,-8.033383097914472,11.32042662747692
sol,725.0104166666666,254.8533947184997,5,14.0,106,38,21.605840259989005,68,-8.32600787001592,10.545506196596014
sol,725.0104166666666,309.89247162070933,5,14.5,99,38,21.835456674802458,61,-8.522211180684984,12.82295251889546
sol,725.0104166666666,309.23108377144376,5,15.0,93,36,22.006540998898494,57,-8.473761266471966,12.795585139031882
sol,725.0104166666666,300.30431765569483,5,15.5,90,35,22.359513660269442,55,-8.768702917340649,12.426207020709489
sol,725.0104166666666,365.9175879744894,5,16.0,83,33,24.309489295872986,50,-8.725911175786381,15.141199887451751
sol,725.0104166666666,386.32688372438946,5,16.5,80,33,24.673147373215272,47,-9.103978289185411,15.985710336435421
sol,725.0104166666666,375.286922219232,5,17.0,76,31,25.879923892550085,45,-9.488682632218236,15.528890906616116
sol,725.0104166666666,342.88117435589993,5,17.5,75,30,26.16567564313418,45,-9.824202109736122,14.187982674745935
sol,725.0104166666666,385.940748792017,5,18.0,72,28,29.370644725209786,44,-9.919029625314932,15.96973256879943
sol,725.0104166666666,348.2404455851166,5,18.5,71,26,30.82450114423773,45,-10.071035203668096,14.409742435958332
sol,725.0104166666666,322.28298304364006,5,19.0,70,26,30.146271315614623,44,-10.489092526416819,13.335655969967148
sol,725.0104166666666,431.87301073332065,5,19.5,64,23,35.41860191148343,41,-9.335483737336542,17.870350582778457
sol,725.0104166666666,705.5889837563095,5,20.0,60,22,47.74714024981437,38,-9.074950045779113,29.19636604672593
sol,725.0104166666666,-40.143572853290685,6,4.0,606,212,6.244771936621987,394,-3.462018333546071,-1.6610894932181604
sol,725.0104166666666,68.37466240949381,6,4.5,497,192,6.268419565625184,305,-3.721842276034563,2.8292557253393227
sol,725.0104166666666,40.06653437620433,6,5.0,428,157,6.786536916079188,271,-3.7838367581115433,1.6579017399673637
sol,725.0104166666666,99.54253939096955,6,5.5,368,137,7.369552636204945,231,-3.939766977355446,4.1189424497635425
sol,725.0104166666666,67.0272899599286,6,6.0,329,118,7.896467388249635,211,-4.098369013523831,2.7735031836409583
sol,725.0104166666666,42.583634034701845,6,6.5,300,109,7.986578442056241,191,-4.334834639525802,1.7620560914346246
sol,725.0104166666666,47.70042071914424,6,7.0,272,100,8.209347881518068,172,-4.495548647864316,1.9737821535773252
sol,725.0104166666666,120.02122186171573,6,7.5,241,92,8.908612504077702,149,-4.695108245056595,4.966324032150994
sol,725.0104166666666,123.90850550782179,6,8.0,222,83,9.515661392658696,139,-4.790585540164387,5.1271748374668
sol,725.0104166666666,199.5939923303498,6,8.5,196,78,9.957397512877856,118,-4.890534014187482,8.25894308862527
sol,725.0104166666666,209.85361341685262,6,9.0,181,74,10.331296250097791,107,-5.183759898040972,8.683473034015828
sol,725.0104166666666,179.02041448874894,6,9.5,172,67,10.97468553764127,105,-5.297938252697295,7.4076348576543
sol,725.0104166666666,245.1636596583987,6,10.0,157,60,12.705895234992242,97,-5.331856231351914,10.144557403143466
sol,725.0104166666666,199.60296515617463,6,10.5,149,55,13.619332149903848,94,-5.845322373282309,8.259314372635206
sol,725.0104166666666,164.70021087296618,6,11.0,142,52,13.848892013753261,90,-6.171579709357818,6.815083221708634
sol,725.0104166666666,203.962990941287,6,11.5,132,44,17.882596055841322,88,-6.62353676722422,8.439726640578535
sol,725.0104166666666,198.73200826941596,6,12.0,128,44,17.98540640482359,84,-7.055069923128836,8.223275295123893
sol,725.0104166666666,178.7959037815022,6,12.5,120,41,18.800635867107715,79,-7.494052743922963,7.398344892899907
sol,725.0104166666666,278.46717410807923,6,13.0,109,40,20.623272395537875,69,-7.9197640828034155,11.522614063465586
sol,725.0104166666666,263.8422465017822,6,13.5,103,38,20.871373655825998,65,-8.14261465260932,10.917453340111964
sol,725.0104166666666,260.1245517112191,6,14.0,98,37,21.170232051040006,61,-8.576623511102637,10.763619903856426
sol,725.0104166666666,274.4856151782123,6,14.5,94,36,21.507517870706263,58,-8.616983244262295,11.3578622679739
sol,725.0104166666666,336.9270904704507,6,15.0,86,35,21.827302064210148,51,-8.373107485821658,13.94161032966334
sol,725.0104166666666,356.40492887192465,6,15.5,82,34,23.372623660611204,48,-9.130505741434506,14.747578269725192
sol,725.0104166666666,392.47702797568377,6,16.0,78,31,27.234255113690264,47,-9.612444266993926,16.240195407680485
sol,725.0104166666666,384.6939542313952,6,16.5,75,29,28.431544987276652,46,-9.561322834774515,15.918141810985736
sol,725.0104166666666,403.1692588069336,6,17.0,71,27,30.17752821379397,44,-9.355090976488718,16.68262618876121
sol,725.0104166666666,398.06169593875734,6,17.5,70,26,32.0345313272379,44,-9.882639058396093,16.471281796290587
sol,725.0104166666666,394.24061850291355,6,18.0,68,25,32.74908269403453,43,-9.871777880184878,16.313170518934943
sol,725.0104166666666,428.37921104369747,6,18.5,64,23,34.99360614452182,41,-9.182286104397663,17.72578163827889
sol,725.0104166666666,447.00274366536866,6,19.0,62,23,34.993699193275184,39,-9.175700968716939,18.49639950225229
sol,725.0104166666666,440.1907489565527,6,19.5,60,22,35.92745160858875,38,-9.216136485063151,18.214527909008087
sol,725.0104166666666,657.8283672284364,6,20.0,58,20,50.973019406460466,38,-9.516632128967702,27.220093067885475
sol,725.0104166666666,-81.10773153386526,7,4.0,598,212,6.116234911060134,386,-3.5692993074575488,-3.3561337741919224
sol,725.0104166666666,61.347183080111485,7,4.5,487,183,6.536234332046945,304,-3.732841117383156,2.5384676552164636
sol,725.0104166666666,-11.47662191593366,7,5.0,420,160,6.251841476956531,260,-3.891427916265302,-0.47488787686798956
sol,725.0104166666666,109.08463812777833,7,5.5,361,131,7.51275618332419,230,-3.8047235734247415,4.513782241749424
sol,725.0104166666666,56.07179518780897,7,6.0,322,117,7.62443333562938,205,-4.07798490283331,2.320178878764527
